customer_id,default_flag,join_date,age,gender,region,education_level,employment_type,annual_income,loan_amount,loan_purpose,credit_score,repayment_history,transaction_count,spending_ratio,education_level_enc,region_North,region_South,region_West,loan_purpose_Car,loan_purpose_Education,loan_purpose_Home,gender_Male,gender_Other,employment_type_Self-Employed,employment_type_Unemployed,debt_to_income_ratio,average_monthly_transactions,spending_to_income_ratio
C00013,0,2018-11-27,53,Male,North,Post-Graduate,Self-Employed,74228.38,10135.1,Home,724.99,1,455.0,0.48,3,1,0,0,0,0,1,1,0,1,0,0.13653942063668909,8.178550029958059,0.006129730973517137
C00014,1,2022-01-22,33,Female,North,Secondary,Salaried,123075.65,39812.52,Car,738.14,2,436.0,0.17,1,1,0,0,1,0,0,0,0,0,0,0.32348007099698434,25.299806576402318,0.0035425366431134026
C00015,1,2018-03-29,72,Male,East,Primary,Salaried,123075.65,9953.33,Education,688.96,0,421.0,0.53,0,0,0,0,0,1,0,1,0,0,0,0.08087164276605487,6.605648535564853,0.003420660382455831
C00016,0,2021-10-28,46,Male,North,Graduate,Salaried,86569.24,31888.97,Education,735.99,0,487.0,0.8,2,1,0,0,0,1,0,1,0,0,0,0.36836375137404465,24.228855721393032,0.005625554758249004
C00017,0,2021-01-28,42,Male,South,Secondary,Salaried,11826.59,23681.92,Car,594.12,1,273.0,0.12,1,0,1,0,1,0,0,1,0,0,0,2.002430117218911,9.349315068493151,0.023083576922849274
C00018,0,2020-05-21,59,Male,North,Graduate,Salaried,22955.82,40219.64,Car,455.87,0,364.0,0.69,2,1,0,0,1,0,0,1,0,0,0,1.7520454507832872,9.680851063829786,0.015856545311820708
C00019,0,2022-08-15,22,Male,North,Graduate,Self-Employed,76596.03,13521.51,Car,702.06,1,316.0,0.26,2,1,0,0,1,0,0,1,0,1,0,0.17653016742512634,30.384615384615383,0.004125540187918356
C00020,0,2018-05-11,58,Male,East,Primary,Self-Employed,55114.39,52266.73,Education,679.98,0,108.0,0.38,0,0,0,0,0,1,0,1,0,1,0,0.9483318240481298,1.7335473515248796,0.0019595608333867072
C00021,1,2022-08-13,59,Male,South,Graduate,Salaried,123075.65,19673.89,Education,579.98,1,130.0,0.36,2,0,1,0,0,1,0,1,0,0,0,0.15985200971922553,12.420382165605096,0.0010562609256989503
C00022,0,2021-08-25,46,Male,North,Secondary,Salaried,36571.22,76955.97,Home,549.0,2,99.0,0.73,1,1,0,0,0,0,1,1,0,0,0,2.104276805641157,4.452773613193403,0.002707046688625646
C00023,0,2020-02-09,66,Female,South,Graduate,Salaried,65994.25,6055.12,Education,660.45,3,39.0,0.45,2,0,1,0,0,1,0,0,0,0,0,0.09175223599025673,0.9512195121951219,0.0005909605761107975
C00024,0,2018-12-10,70,Other,South,Post-Graduate,Self-Employed,39799.42,76955.97,Business,707.35,1,492.0,0.41,3,0,1,0,0,0,0,0,1,1,0,1.933595263448563,8.91304347826087,0.012361989194817413
C00025,0,2022-02-24,35,Female,South,Graduate,Salaried,61818.58,19908.6,Education,691.59,3,239.0,0.67,2,0,1,0,0,1,0,0,0,0,0,0.3220488079797368,14.81404958677686,0.0038661515680237235
C00026,0,2021-12-08,54,Female,West,Primary,Unemployed,31037.91,26324.14,Car,568.43,0,148.0,0.13,0,0,0,1,1,0,0,0,0,0,1,0.8481286272174898,7.900355871886121,0.004768362302745256
C00027,0,2020-03-16,62,Male,West,Secondary,Salaried,55440.08,13582.92,Education,586.37,3,263.0,0.16,1,0,0,1,0,1,0,1,0,0,0,0.24500181096419774,6.608040201005026,0.004743860398469843
C00028,0,2019-01-21,64,Other,West,Primary,Salaried,110621.72,6278.55,Home,703.56,2,413.0,0.12,0,0,0,1,0,0,1,0,1,0,0,0.056756937064439066,7.676579925650558,0.0037334440288941447
C00029,0,2021-04-30,69,Male,West,Post-Graduate,Unemployed,49376.61,14433.15,Education,652.2,0,40.0,0.58,3,0,0,1,0,1,0,1,0,0,1,0.292307430583023,1.530612244897959,0.0008101001668603819
C00030,0,2020-08-13,60,Male,East,Graduate,Salaried,56706.05,16439.63,Car,734.81,1,171.0,0.47,2,0,0,0,1,0,0,1,0,0,0,0.2899096304538934,4.913793103448277,0.00301555125070429
C00031,0,2018-10-04,31,Male,North,Primary,Salaried,54936.93,25495.1,Business,450.82,2,405.0,0.71,0,1,0,0,0,0,0,1,0,0,0,0.4640794452838919,7.051654091700523,0.00737209014045743
C00032,0,2021-03-30,23,Male,West,Primary,Salaried,73854.48,54009.25,Car,709.16,3,441.0,0.45,0,0,0,1,1,0,0,1,0,0,0,0.7312928071526602,16.233128834355828,0.005971201747003026
C00033,0,2019-04-05,26,Other,East,Primary,Salaried,71703.8,25657.33,Business,650.87,2,165.0,0.26,0,0,0,0,0,0,0,0,1,0,0,0.35782385312912285,3.214285714285714,0.0023011332732714306
C00034,0,2021-08-30,29,Female,North,Primary,Salaried,66430.94,26017.21,Home,450.82,1,332.0,0.66,0,1,0,0,0,0,1,0,0,0,0,0.39164296034347845,15.045317220543806,0.004997671265828844
C00035,0,2018-01-22,26,Male,West,Post-Graduate,Self-Employed,66982.9,29956.28,Home,724.25,1,126.0,0.31,3,0,0,1,0,0,1,1,0,1,0,0.44722279865458203,1.9110212335692618,0.0018810771107252747
C00036,1,2018-09-10,29,Male,North,Post-Graduate,Self-Employed,55479.17,5410.28,Education,570.6,1,200.0,0.75,3,1,0,0,0,1,0,1,0,1,0,0.0975191229428991,3.4344590726960504,0.003604956599026265
C00037,0,2020-01-18,59,Female,West,Graduate,Salaried,62507.24,5825.39,Home,655.93,1,185.0,0.28,2,0,0,1,0,0,1,0,0,0,0,0.09319544423973927,4.432907348242812,0.00295965715331536
C00038,0,2020-05-06,51,Male,East,Graduate,Unemployed,54651.11,6650.24,Home,664.2,4,435.0,0.22,2,0,0,0,0,0,1,1,0,0,1,0.12168536009607124,11.417322834645669,0.007959582156702763
C00039,0,2022-05-04,52,Female,South,Secondary,Salaried,14691.03,16340.16,Car,640.38,1,445.0,0.45,1,0,1,0,1,0,0,0,0,0,0,1.1122542122642183,32.16867469879518,0.03029059228658576
C00040,0,2019-04-20,47,Other,South,Post-Graduate,Salaried,123075.65,4927.7,Car,729.26,0,14.0,0.14,3,0,1,0,1,0,0,0,1,0,0,0.0400379766428209,0.27540983606557373,0.00011375117661373311
C00041,0,2020-12-18,70,Male,North,Primary,Salaried,78204.32,12684.93,Education,695.81,6,342.0,0.13,0,1,0,0,0,1,0,1,0,0,0,0.1622024205312443,11.1886586695747,0.004373159948197235
C00042,0,2019-05-26,32,Female,East,Primary,Salaried,35517.02,7371.68,Education,686.27,1,21.0,0.45,0,0,0,0,0,1,0,0,0,0,0,0.2075534490224687,0.4231027535258563,0.0005912658212879347
C00043,0,2022-09-02,28,Female,South,Secondary,Salaried,65751.51,32538.27,Education,655.48,0,68.0,0.25,1,0,1,0,0,1,0,0,0,0,0,0.49486726616620674,6.938775510204081,0.0010341967811841888
C00044,0,2022-02-08,28,Female,West,Primary,Salaried,74048.34,31260.93,Education,798.51,2,330.0,0.11,0,0,0,1,0,1,0,0,0,0,0,0.42216922080900127,19.799999999999997,0.004456548249427334
C00045,0,2019-12-01,70,Other,South,Secondary,Salaried,47644.96,17317.71,Car,767.17,1,317.0,0.31,1,0,1,0,1,0,0,0,1,0,0,0.363474121921815,7.315384615384615,0.006653379497012906
C00046,0,2020-09-02,48,Male,North,Graduate,Salaried,22950.29,4817.6,Education,723.55,5,308.0,0.43,2,1,0,0,0,1,0,1,0,0,0,0.20991455881385376,9.0234375,0.013420309721576502
C00047,0,2022-12-12,40,Other,North,Post-Graduate,Salaried,58720.38,18220.18,Education,710.41,2,259.0,0.38,3,1,0,0,0,1,0,0,1,0,0,0.31028716094820913,40.259067357512954,0.004410734399198371
C00048,0,2018-07-09,67,Female,East,Secondary,Self-Employed,20466.12,28649.78,Home,601.82,1,348.0,0.19,1,0,0,0,0,0,1,0,0,1,0,1.399863774863042,5.767955801104972,0.017003711499785988
C00049,0,2020-08-15,27,Male,North,Primary,Self-Employed,69710.57,42132.78,Education,646.07,3,102.0,0.51,0,1,0,0,0,1,0,1,0,1,0,0.6043958613449868,2.9366602687140113,0.0014631927410721213
C00050,0,2019-11-18,31,Male,South,Secondary,Salaried,77055.53,76955.97,Business,700.87,0,328.0,0.6,1,0,1,0,0,0,0,1,0,0,0,0.998707944776968,7.494287890327494,0.004256670481664327
C00051,0,2020-08-15,40,Male,South,Graduate,Salaried,39325.49,53895.3,Home,734.13,1,120.0,0.57,2,0,1,0,0,0,1,1,0,0,0,1.3704927770766495,3.45489443378119,0.0030514559386291182
C00052,0,2019-07-17,36,Male,South,Primary,Salaried,64022.36,25130.09,Car,721.36,2,315.0,0.38,0,0,1,0,1,0,0,1,0,0,0,0.3925205193935369,6.576200417536534,0.004920156020490341
C00053,0,2023-03-15,24,Male,South,Graduate,Salaried,74165.33,17532.42,Business,696.48,1,377.0,0.2,2,0,1,0,0,0,0,1,0,0,0,0.23639644022348444,113.1,0.005083237679924029
C00054,0,2022-05-10,26,Female,East,Graduate,Salaried,72793.27,12156.91,Education,810.05,4,304.0,0.45,2,0,0,0,0,1,0,0,0,0,0,0.1670059608532492,22.29828850855746,0.004176210245809811
C00055,0,2021-06-21,47,Male,West,Secondary,Salaried,42784.55,65155.34,Home,639.15,2,435.0,0.72,1,0,0,1,0,0,1,1,0,0,0,1.5228707559153944,17.827868852459016,0.010167221578817586
C00056,0,2020-04-11,46,Female,West,Graduate,Salaried,79724.25,25166.59,Education,731.06,1,482.0,0.43,2,0,0,1,0,1,0,0,0,0,0,0.31567045158781676,12.380136986301371,0.0060458392521723315
C00057,1,2022-03-09,23,Female,East,Primary,Salaried,123075.65,36476.93,Home,665.41,2,345.0,0.24,0,0,0,0,0,0,1,0,0,0,0,0.29637812191119856,21.974522292993633,0.0028031539951241372
C00058,0,2021-02-28,47,Male,North,Graduate,Salaried,34875.6,13736.67,Education,685.53,2,26.0,0.17,2,1,0,0,0,1,0,1,0,0,0,0.3938762343873654,0.923076923076923,0.0007455068873367054
C00059,0,2022-02-17,62,Male,West,Graduate,Unemployed,32279.59,8162.23,Business,688.44,1,229.0,0.76,2,0,0,1,0,0,0,1,0,0,1,0.25286039878449507,13.991853360488799,0.0070942660671960206
C00060,0,2023-01-17,34,Male,North,Secondary,Unemployed,65083.84,15990.18,Car,686.83,1,496.0,0.62,1,1,0,0,1,0,0,1,0,0,1,0.24568587225338887,94.77707006369427,0.007620939391406531
C00061,0,2019-10-09,31,Male,West,Graduate,Salaried,73877.24,17286.09,Business,652.63,3,308.0,0.32,2,0,0,1,0,0,0,1,0,0,0,0.23398397124743694,6.829268292682927,0.0041690783250700756
C00062,0,2018-01-21,38,Female,North,Post-Graduate,Salaried,67015.93,25678.72,Business,682.07,2,314.0,0.31,3,1,0,0,0,0,0,0,0,0,0,0.3831733738530526,4.759979787771601,0.004685453145244721
C00063,0,2020-04-20,74,Male,East,Secondary,Salaried,74210.65,12210.52,Car,709.86,0,14.0,0.73,1,0,0,0,1,0,0,1,0,0,0,0.16453864775473603,0.362381363244176,0.00018865216784922381
C00064,1,2018-06-16,32,Female,South,Secondary,Salaried,437.23,22470.89,Home,675.75,2,138.0,0.22,1,0,1,0,0,0,1,0,0,0,0,51.39375157239896,2.258592471358429,0.31562335612835346
C00065,0,2021-07-21,43,Male,North,Primary,Salaried,60967.56,56509.56,Home,644.25,3,332.0,0.47,0,1,0,0,0,0,1,1,0,0,0,0.9268791468774542,14.18803418803419,0.005445518895622525
C00066,0,2019-01-23,32,Male,South,Primary,Salaried,79701.23,5776.95,Car,523.11,1,121.0,0.6,0,0,1,0,1,0,0,1,0,0,0,0.0724825702188034,2.2518610421836227,0.001518169794870167
C00067,0,2019-08-24,33,Male,North,Primary,Self-Employed,123075.65,4050.02,Education,584.54,2,33.0,0.38,0,1,0,0,0,1,0,1,0,1,0,0.03290675287922509,0.7076483202287348,0.0002681277734466566
C00068,0,2018-11-12,45,Female,North,Primary,Unemployed,49390.12,59678.74,Home,641.05,1,38.0,0.13,0,1,0,0,0,0,1,0,0,0,1,1.208313322583545,0.6769596199524941,0.0007693846461600012
C00069,0,2018-01-14,65,Male,North,Post-Graduate,Salaried,43367.11,6830.13,Business,588.84,1,408.0,0.26,3,1,0,0,0,0,0,1,0,0,0,0.15749562283490876,6.163141993957703,0.009408051401165537
C00070,0,2018-08-30,71,Male,North,Secondary,Salaried,68006.37,16251.53,Car,701.67,1,141.0,0.73,1,1,0,0,1,0,0,1,0,0,0,0.23897070230332837,2.4061433447098977,0.0020733351890418503
C00071,1,2020-02-16,39,Male,North,Graduate,Salaried,53596.04,35838.71,Business,745.36,3,53.0,0.47,2,1,0,0,0,0,0,1,0,0,0,0.6686820518829376,1.3000817661488144,0.0009888790291223007
C00072,0,2021-10-01,66,Male,South,Primary,Salaried,74135.72,21007.17,Home,756.69,1,330.0,0.67,0,0,1,0,0,0,1,1,0,0,0,0.28336097632828006,15.714285714285714,0.0044512955428233515
C00073,0,2019-07-19,56,Female,North,Primary,Salaried,39795.28,20772.18,Car,650.54,4,385.0,0.49,0,1,0,0,1,0,0,0,0,0,0,0.5219759730299673,8.048780487804878,0.009674514163488735
C00074,0,2020-06-16,65,Male,South,Primary,Salaried,53778.81,23339.85,Car,854.96,1,216.0,0.76,0,0,1,0,1,0,0,1,0,0,0,0.43399714497215536,5.88021778584392,0.004016451832980313
C00075,1,2021-09-25,28,Male,East,Graduate,Self-Employed,81905.33,76955.97,Home,605.0,4,391.0,0.74,2,0,0,0,0,0,1,1,0,1,0,0.939572186571985,18.443396226415096,0.004773804097975064
C00076,0,2018-04-02,49,Male,West,Primary,Salaried,67709.11,76955.97,Home,637.87,2,225.0,0.44,0,0,0,1,0,0,1,1,0,0,0,1.1365674426971497,3.5377358490566038,0.0033230388052656427
C00077,1,2021-10-22,73,Female,North,Graduate,Salaried,89030.19,12645.03,Car,556.64,1,253.0,0.32,2,1,0,0,1,0,0,0,0,0,0,0.1420308099982714,12.463054187192117,0.0028417326751745673
C00078,0,2020-08-13,52,Other,West,Secondary,Self-Employed,49085.85,51057.65,Education,746.55,1,40.0,0.52,1,0,0,1,0,1,0,0,1,1,0,1.0401704360829038,1.149425287356322,0.0008148987946628203
C00079,0,2022-01-18,71,Male,South,Secondary,Self-Employed,91582.11,33004.73,Car,650.21,1,413.0,0.57,1,0,1,0,1,0,0,1,0,1,0,0.36038403133537766,23.781190019193858,0.004509614377742553
C00080,0,2021-12-22,64,Female,East,Secondary,Salaried,18403.99,21685.26,Education,622.11,2,275.0,0.45,1,0,0,0,0,1,0,0,0,0,0,1.1782912292388767,15.054744525547447,0.01494241194436641
C00081,1,2019-05-24,38,Male,East,Post-Graduate,Self-Employed,19404.87,10654.15,Business,476.39,2,20.0,0.68,3,0,0,0,0,0,0,1,0,1,0,0.5490451623741875,0.40241448692152915,0.0010306691052297697
C00082,0,2020-02-15,26,Male,East,Graduate,Salaried,91976.0,31605.75,Education,573.57,2,91.0,0.23,2,0,0,0,0,1,0,1,0,0,0,0.3436304035835435,2.230392156862745,0.0009893885361398627
C00083,0,2023-05-21,38,Female,West,Primary,Salaried,60183.74,17243.04,Education,597.99,2,491.0,0.33,0,0,0,1,0,1,0,0,0,0,0,0.28650662122360626,446.3636363636363,0.008158349746958232
C00084,0,2018-02-04,47,Female,South,Primary,Salaried,74176.17,16258.19,Home,543.9,2,165.0,0.58,0,0,1,0,0,0,1,0,0,0,0,0.2191834655253837,2.519083969465649,0.0022244340736384746
C00085,0,2018-07-25,42,Other,North,Primary,Salaried,62486.77,11924.41,Car,567.58,1,175.0,0.27,0,1,0,0,1,0,0,0,1,0,0,0.19083095509657486,2.9264214046822743,0.0028005928294901465
C00086,0,2021-01-09,57,Female,North,Primary,Self-Employed,59823.98,49013.88,Business,666.37,2,217.0,0.41,0,1,0,0,0,0,0,0,0,1,0,0.8193015576696835,7.273743016759777,0.003627307979174906
C00087,1,2023-05-10,47,Male,South,Post-Graduate,Self-Employed,26799.48,11918.05,Car,702.78,0,33.0,0.77,3,0,1,0,1,0,0,1,0,1,0,0.4447119869490005,22.5,0.0012313671757810227
C00088,0,2022-05-05,47,Female,West,Primary,Self-Employed,59329.01,11976.29,Education,484.85,1,304.0,0.54,0,0,0,1,0,1,0,0,0,1,0,0.20186229299966407,22.028985507246375,0.005123968864472877
C00089,0,2023-03-11,23,Male,North,Post-Graduate,Salaried,94040.18,41041.96,Education,607.43,2,384.0,0.76,3,1,0,0,0,1,0,1,0,0,0,0.4364300451147584,110.76923076923076,0.004083360963366936
C00090,0,2021-11-12,48,Female,South,Graduate,Salaried,61416.76,19624.53,Education,653.01,2,188.0,0.61,2,0,1,0,0,1,0,0,0,0,0,0.31953053205672194,9.591836734693876,0.0030610536928356363
C00091,0,2020-10-22,30,Male,North,Secondary,Salaried,77051.95,20051.62,Car,564.66,3,341.0,0.61,1,1,0,0,1,0,0,1,0,0,0,0.26023507516681926,10.503080082135522,0.004425585595173127
C00092,0,2020-10-18,71,Female,East,Primary,Salaried,76359.35,50327.9,Education,668.89,0,59.0,0.51,0,0,0,0,0,1,0,0,0,0,0,0.6590928288415236,1.8098159509202454,0.0007726624178964331
C00093,1,2021-11-14,55,Male,North,Secondary,Self-Employed,73777.85,63004.44,Car,854.96,2,499.0,0.2,1,1,0,0,1,0,0,1,0,1,0,0.8539750074039837,25.54607508532423,0.006763547595924793
C00094,1,2019-07-20,49,Male,West,Graduate,Self-Employed,81428.26,4014.72,Business,614.11,0,16.0,0.46,2,0,0,1,0,0,0,1,0,1,0,0.049303767512654695,0.3347280334728034,0.0001964919795658166
C00095,0,2021-02-03,74,Male,South,Graduate,Salaried,52156.78,19870.28,Business,580.84,4,109.0,0.28,2,0,1,0,0,0,0,1,0,0,0,0.38097213823399373,3.7586206896551726,0.00208985293954113
C00096,0,2022-12-01,35,Male,West,Primary,Salaried,53508.69,7128.02,Car,671.87,2,90.0,0.8,0,0,0,1,1,0,0,1,0,0,0,0.13321238101698996,13.23529411764706,0.0016819697884586596
C00097,0,2023-01-20,53,Male,South,Graduate,Salaried,74176.97,16164.38,Business,588.92,1,250.0,0.29,2,0,1,0,0,0,0,1,0,0,0,0.21791642338585682,48.7012987012987,0.0033703183076903786
C00098,0,2022-02-09,27,Male,East,Secondary,Salaried,74932.58,21908.09,Home,511.36,2,333.0,0.26,1,0,0,0,0,0,1,1,0,0,0,0.2923706884241808,20.02004008016032,0.004443994855108419
C00099,1,2019-12-04,47,Male,South,Primary,Salaried,74173.41,16582.72,Education,651.77,0,190.0,0.54,0,0,1,0,0,1,0,1,0,0,0,0.2235669089502559,4.394757131842714,0.0025615648518788605
C00100,0,2019-02-06,69,Male,North,Post-Graduate,Salaried,61613.45,9699.02,Education,550.88,0,302.0,0.46,3,1,0,0,0,1,0,1,0,0,0,0.15741725223956785,5.669586983729662,0.004901527182782331
C00101,0,2019-12-31,50,Male,North,Primary,Salaried,74235.38,9313.26,Education,518.3,3,490.0,0.11,0,1,0,0,0,1,0,1,0,0,0,0.12545581365650718,11.574803149606298,0.006600626278197808
C00102,0,2022-04-29,41,Female,East,Secondary,Salaried,102152.33,39432.8,Home,660.36,1,92.0,0.19,1,0,0,0,0,0,1,0,0,0,0,0.38601958467320324,6.571428571428571,0.0009006157764585497
C00103,0,2018-06-11,51,Male,South,Primary,Salaried,60986.51,75195.59,Education,640.51,0,63.0,0.67,0,0,1,0,0,1,0,1,0,0,0,1.2329872622650484,1.02829162132753,0.0010330153340468245
C00104,0,2018-07-21,44,Other,East,Primary,Salaried,115199.97,4237.03,Car,580.69,1,99.0,0.44,0,0,0,0,1,0,0,0,1,0,0,0.036779783883624274,1.6518353726362627,0.0008593752237956312
C00105,1,2023-06-05,40,Female,North,Secondary,Self-Employed,27581.68,16948.0,Education,668.32,0,448.0,0.2,1,1,0,0,0,1,0,0,0,1,0,0.6144658338433336,746.6666666666667,0.01624266542139565
C00106,0,2020-09-22,47,Male,West,Primary,Salaried,73977.6,39559.9,Car,683.91,0,212.0,0.43,0,0,0,1,1,0,0,1,0,0,0,0.5347551150618566,6.334661354581673,0.0028657323297863135
C00107,1,2018-09-27,24,Female,East,Primary,Unemployed,40928.61,21459.38,Business,669.19,4,40.0,0.28,0,0,0,0,0,0,0,0,0,0,1,0.5243124552727297,0.6936416184971098,0.0009773114698984403
C00108,0,2023-03-02,48,Male,West,Secondary,Salaried,74237.72,9036.71,Car,666.28,1,202.0,0.26,1,0,0,1,1,0,0,1,0,0,0,0.12172666401931523,53.6283185840708,0.0027209887372618663
C00109,0,2020-03-26,64,Female,West,Graduate,Salaried,48171.96,15029.47,Car,521.57,5,497.0,0.77,2,0,0,1,1,0,0,0,0,0,0,0.31199623183279235,12.592905405405405,0.010317205278755525
C00110,0,2021-07-18,40,Male,South,Secondary,Salaried,42217.33,28049.33,Car,753.46,2,109.0,0.35,1,0,1,0,1,0,0,1,0,0,0,0.6644032201941714,4.638297872340425,0.0025818781055078565
C00111,0,2019-04-01,47,Male,East,Primary,Salaried,103254.3,17227.23,Education,694.6,2,358.0,0.13,0,0,0,0,0,1,0,1,0,0,0,0.1668427368158033,6.955958549222798,0.0034671679532958916
C00112,0,2022-01-25,70,Female,West,Post-Graduate,Self-Employed,95564.01,21197.02,Home,573.94,1,98.0,0.78,3,0,0,1,0,0,1,0,0,1,0,0.22180965407374598,5.719844357976654,0.0010254906632737575
C00113,0,2022-10-17,69,Female,West,Post-Graduate,Salaried,70066.11,21691.41,Home,649.06,1,452.0,0.66,3,0,0,1,0,0,1,0,0,0,0,0.3095849048848295,54.4578313253012,0.006451050300922943
C00114,0,2021-06-29,71,Female,South,Secondary,Unemployed,48141.2,14480.74,Car,854.96,3,132.0,0.28,1,0,1,0,1,0,0,0,0,0,1,0.3007972381245171,5.469613259668509,0.0027419341437272026
C00115,0,2020-10-13,52,Male,South,Post-Graduate,Self-Employed,42919.17,42330.16,Education,646.85,0,383.0,0.39,3,0,1,0,0,1,0,1,0,1,0,0.9862762956506382,11.688708036622584,0.008923751321379235
C00116,0,2022-09-22,61,Female,North,Primary,Salaried,78545.22,15033.06,Home,793.44,1,56.0,0.7,0,1,0,0,0,0,1,0,0,0,0,0.19139369652284377,6.131386861313869,0.0007129650919559459
C00117,0,2018-10-23,56,Male,West,Primary,Salaried,67503.77,9853.93,Business,494.38,2,442.0,0.35,0,0,0,1,0,0,0,1,0,0,0,0.14597599511849485,7.781690140845071,0.006547782442373218
C00118,1,2022-10-15,73,Male,North,Secondary,Self-Employed,56379.35,76955.97,Business,531.9,0,155.0,0.5,1,1,0,0,0,0,0,1,0,1,0,1.364967315160604,18.52589641434263,0.0027492335402944518
C00119,1,2019-12-21,54,Male,West,Primary,Salaried,73529.83,20697.43,Education,651.94,0,12.0,0.47,0,0,0,1,0,1,0,1,0,0,0,0.2814834469221539,0.28125,0.00016319907172368002
C00120,0,2022-11-08,56,Female,North,Graduate,Self-Employed,82276.76,2751.51,Business,656.39,0,27.0,0.38,2,1,0,0,0,0,0,0,0,1,0,0.033442128737203564,3.5682819383259914,0.00032816071026617967
C00121,0,2018-12-04,22,Male,South,Primary,Salaried,56149.0,60101.85,Business,693.52,1,323.0,0.55,0,0,1,0,0,0,0,1,0,0,0,1.0703992947336551,5.830324909747293,0.005752551247573421
C00122,0,2020-05-28,35,Male,East,Secondary,Salaried,40316.85,59947.42,Business,678.93,1,336.0,0.43,1,0,0,0,0,0,0,1,0,0,0,1.4869073352704887,8.991971454058875,0.008333984425866605
C00123,0,2020-12-12,47,Female,South,Graduate,Salaried,26972.11,31752.93,Home,626.87,0,485.0,0.11,2,0,1,0,0,0,1,0,0,0,0,1.1772505006097038,15.763813651137596,0.01798153722493346
C00124,0,2020-03-02,56,Male,North,Graduate,Salaried,66265.79,36508.78,Business,682.52,1,90.0,0.67,2,1,0,0,0,0,0,1,0,0,0,0.5509446125972391,2.2350993377483444,0.0013581668610605866
C00125,0,2023-04-30,26,Male,North,Post-Graduate,Self-Employed,114181.15,76955.97,Car,626.28,2,162.0,0.18,3,1,0,0,1,0,0,1,0,1,0,0.6739813883465003,90.0,0.0014187981115972295
C00126,0,2018-08-05,46,Male,East,Primary,Salaried,32233.42,10196.08,Car,854.96,2,411.0,0.42,0,0,0,0,1,0,0,1,0,0,0,0.31632014226228555,6.915311273135166,0.012750741311347043
C00127,0,2020-02-03,62,Female,West,Secondary,Self-Employed,87486.73,24504.01,Business,738.58,0,317.0,0.51,1,0,0,1,0,0,0,0,0,1,0,0.2800883059636587,7.694174757281552,0.003623406658358359
C00128,0,2018-07-07,48,Male,North,Post-Graduate,Salaried,43111.1,76955.97,Car,633.52,1,497.0,0.59,3,1,0,0,1,0,0,1,0,0,0,1.7850616198612423,8.228476821192054,0.011528353486689043
