customer_id,loan_amount,loan_purpose,transaction_count,spending_ratio,default_flag
C00108,9036.712289757745,Car,202,0.25651402277864066,0
C00109,15029.473869060752,Car,497,0.7704076935115732,0
C00110,28049.334633691364,Car,109,0.35341716880041874,0
C00111,17227.225899982193,Education,358,0.1325017732706374,0
C00112,21197.023563709332,Home,98,0.779228670846112,0
C00113,21691.409854906036,Home,452,0.6563877023405105,0
C00114,14480.739169777144,Car,132,0.278089314594911,0
C00115,42330.16448038601,Education,383,0.386224284293774,0
C00116,15033.055004333592,Home,56,0.7036027022165899,0
C00117,9853.929673339844,Business,442,0.350189463526292,0
C00118,131099.45947407951,Business,155,0.49718282940461916,1
C00119,20697.428168149134,Education,12,0.47439980876522897,1
C00120,2751.5053471079564,Business,27,0.38090618404015975,0
C00121,60101.848064157355,Business,323,0.5476513312696013,0
C00122,59947.4183037726,Business,336,0.4313035161113204,0
C00123,31752.9344898036,Home,485,0.11486134417178101,0
C00124,36508.783989233016,Business,90,0.6700681753535563,0
C00125,123969.87234844407,Car,162,0.1792090479276035,0
C00126,10196.079766976505,Car,411,0.4248629516239544,0
C00127,24504.009670927928,Business,317,0.505930553649248,0
C00128,106485.29114096194,Car,497,0.5938542379353037,0
C00129,126153.5714460364,Home,308,0.3875575747015646,0
C00130,16434.304215591797,Education,76,0.614883940921372,0
C00131,109987.35460954365,Car,98,0.19194505930299915,0
C00132,41860.77714057947,Business,144,0.5574118837895454,0
C00133,72851.0043659425,Education,376,0.678437249309992,0
C00134,40776.31685139806,Education,211,0.7226107809862509,1
C00135,28123.39285915184,Business,437,0.5056965471677225,0
C00136,128992.52045867372,Car,437,0.3190266386525261,0
C00137,14430.683664023254,Home,188,0.2143495581995385,0
C00138,100894.07794329143,Car,348,0.3418911270142114,0
C00139,114525.31245066831,Car,88,0.47798206120810777,0
C00140,65541.49005367173,Home,94,0.23743115679409238,0
C00141,20798.097903301004,Education,30,0.7667604339851651,0
C00142,26783.686765469647,Home,387,0.7279948002110367,0
C00143,7943.867352645823,Home,174,0.1230700364058019,0
C00144,15335.658614010781,Business,37,0.4933732587612723,0
C00145,36191.13225538652,Business,246,0.6525161531726292,0
C00146,7034.839504202574,Car,297,0.27177437195380494,0
C00147,17355.60759713539,Business,194,0.4667273626749207,0
C00148,104387.25967864323,Home,434,0.3841943176865653,0
C00149,19467.63733064885,Home,319,0.23758238495265352,0
C00150,50357.491138965815,Business,164,0.530316168713076,0
C00151,34655.1618285572,Business,132,0.7955845227847818,1
C00152,17220.373209879912,Business,96,0.35570108219596136,0
C00153,19456.978430902447,Home,211,0.48666530578512696,0
C00154,25172.117133303727,Education,49,0.3294982771350504,0
C00155,4269.201170355712,Education,178,0.7138640317617478,0
C00156,46984.81957246045,Business,79,0.7052218902965852,0
C00157,20036.20047078393,Car,289,0.2251413715635792,0
C00158,48316.757740452354,Car,411,0.7299642119666425,0
C00159,30048.273703477847,Education,339,0.20605609773924702,0
C00160,19340.41653031023,Business,449,0.16680797173773398,0
C00161,25797.65569999766,Home,408,0.5570542309910723,1
C00162,25867.1408680465,Car,363,0.3701328741089265,0
C00163,71750.64188999297,Car,337,0.4715184154233095,0
C00164,23158.648943742613,Home,428,0.5567995473562245,0
C00165,27737.27363165855,Home,36,0.13698606645508943,0
C00166,8026.374204854736,Business,354,0.30506721976369544,0
C00167,21212.910080168676,Home,140,0.422634418238207,1
C00168,70505.64675702546,Home,286,0.2866111868641523,0
C00169,31040.770748678962,Home,386,0.13427996899986466,0
C00170,9276.043094675673,Education,304,0.16067360126173738,0
C00171,10106.533059288608,Home,297,0.6612235081276134,0
C00172,12170.906359082806,Car,263,0.7379707314490482,0
C00173,49006.33404067232,Business,443,0.2065633117013142,0
C00174,44410.55342078135,Business,94,0.27448337010404,0
C00175,1389.3567062319553,Business,18,0.5565745833117488,1
C00176,20638.04393622394,Education,59,0.7679902432647131,0
C00177,24787.889352255115,Car,10,0.30971279639328975,1
C00178,10201.450315028644,Home,13,0.6986495383652008,0
C00179,16116.840570170156,Car,13,0.45421725111526356,0
C00180,63882.37874223916,Business,99,0.7695910473565464,0
C00181,30548.61320970141,Home,171,0.1953810636997339,0
C00182,14769.712168369375,Business,164,0.7815706787455906,0
C00183,18961.26154375824,Business,24,0.4086850394806557,0
C00184,18355.81132494734,Business,374,0.7670568732983832,0
C00185,27599.80974952688,Car,41,0.42108315193606355,0
C00186,7017.873107763038,Car,434,0.47105749388440477,0
C00187,12889.853882814868,Business,464,0.6633425068441247,1
C00188,50428.77178086046,Business,454,0.6058399505175758,0
C00189,20784.167759195814,Home,72,0.5337223242920999,0
C00190,11159.800928095174,Business,454,0.3918860165126893,1
C00191,11534.201760242004,Business,373,0.6547068571797241,0
C00192,39209.52110838098,Business,117,0.7637598333025244,0
C00193,14555.959665436025,Business,23,0.10686762786011879,0
C00194,33147.50415273206,Car,32,0.5114915675168629,1
C00195,13340.1363864187,Business,120,0.706186650284844,0
C00196,8919.79359619825,Education,330,0.5571787761418902,0
C00197,26783.956971773216,Business,169,0.6605804804833358,0
C00198,20375.63687459169,Car,50,0.7265427726942898,1
C00199,38104.94987793636,Education,291,0.6256657110971405,1
C00200,44680.81334612674,Education,313,0.6019121809553363,0
C00201,16541.480734017146,Business,466,0.7753221239547429,1
C00202,29119.02623096796,Business,153,0.7045792605241009,0
C00203,16138.325236006965,Car,424,0.6707645087079417,0
C00204,36567.5886578601,Education,459,0.1604823523303133,1
C00205,26548.601972637327,Education,297,0.2673209181975925,0
C00206,13372.167666806394,Car,403,0.48972921702756267,0
C00207,12505.673335765077,Business,162,0.5966920734823696,0
C00208,27307.982565073635,Home,91,0.31225042531033387,0
C00209,55812.48350758796,Home,374,0.16532967918457636,1
C00210,45298.85199901109,Education,235,0.31776943077067343,1
C00211,10358.808264536303,Education,486,0.6397204264063634,0
C00212,11268.036442863311,Business,438,0.7141807205389612,1
C00213,12677.928292201868,Home,161,0.7390325538410399,0
C00214,13667.139532137588,Education,268,0.36520667540090346,0
C00215,5149.5876226747905,Business,327,0.3607770024021376,0
C00216,41441.35454532731,Home,88,0.3846952296802537,0
C00217,15295.192031725823,Car,204,0.3630666285950135,0
C00218,31877.617754437502,Education,448,0.5663376252550468,0
C00219,17109.576131351216,Car,232,0.350826283492395,0
C00220,21625.47462959182,Home,275,0.11424075562997209,0
C00221,12731.713646148099,Business,239,0.4073172204815103,0
C00222,21534.117080369335,Business,448,0.2569064463250115,0
C00223,10970.919294668547,Home,159,0.12016499644923397,0
C00224,21662.292555675835,Car,407,0.4295900660738338,0
C00225,70670.14320356213,Business,466,0.24416819143880517,0
C00226,33405.76518934673,Education,475,0.41691927038781385,0
C00227,27801.396182816305,Car,145,0.29442499062720057,0
C00228,7663.371776416413,Car,132,0.5225962091963032,1
C00229,34676.07065789627,Education,367,0.7936141708117718,0
C00230,37479.99891815646,Home,408,0.4830623444981655,0
C00231,27299.197021968288,Business,119,0.5528271418249391,1
C00232,26145.333266380556,Car,152,0.7434930304258409,0
C00233,19689.780920003428,Business,445,0.3618002924075642,1
C00234,37031.41971113888,Business,79,0.21658391484990813,0
C00235,67346.65023915579,Car,63,0.2979580980513873,0
C00236,28693.403677904626,Home,341,0.38195645850018445,0
C00237,10123.616661121327,Car,435,0.5515123768790868,0
C00238,10762.533750628363,Home,412,0.10321162060080473,1
C00239,39379.155167225894,Education,49,0.6973682503368891,1
C00240,10189.640806453059,Home,206,0.15326578113488132,1
C00241,25870.12196875853,Home,36,0.7304586042429854,1
C00242,16706.7115495898,Car,339,0.7646041648434292,1
C00243,9341.398359576247,Business,308,0.7930719558784938,0
C00244,42865.20359836768,Business,189,0.6666571290848143,1
C00245,38770.55360018307,Home,55,0.19929886815810682,0
C00246,7446.359672474016,Home,151,0.5943169302576304,0
C00247,32375.419933915255,Car,329,0.24232490342572358,0
C00248,28802.227185374108,Home,454,0.7279894849062828,1
C00249,43043.46774557234,Car,107,0.32162414795874134,0
C00250,25170.439542391792,Education,135,0.32875718395252884,1
C00251,68972.89728220698,Home,67,0.7423573071404067,0
C00252,19903.906436222715,Education,186,0.10926174954859319,0
C00253,17717.789707026917,Home,216,0.23577630603849886,1
C00254,10098.753687335142,Home,294,0.39535258659441863,0
C00255,10434.224234111713,Education,163,0.5905050971171352,1
C00256,9705.150478982549,Education,36,0.5532963162313148,0
C00257,26231.590726390816,Car,460,0.5685883126170044,0
C00258,17760.293548810896,Car,332,0.716015419887465,1
C00259,28697.192691190354,Education,172,0.18472128860527964,0
C00260,8371.605795785368,Home,259,0.46551318735313935,0
C00261,11108.282051633345,Car,197,0.607834382371742,0
C00262,10959.536819117866,Home,454,0.5452829100469152,0
C00263,124918.47307513726,Business,492,0.4138198839574872,0
C00264,19292.176632226554,Car,379,0.11198021011051479,0
C00265,20887.516076686938,Car,463,0.14231658595351926,1
C00266,20703.07655772944,Car,343,0.18325892879768568,0
C00267,76287.42976261352,Business,99,0.34025942698475453,0
C00268,6059.172257730917,Education,140,0.18235741686700285,1
C00269,20995.856349563073,Home,426,0.39825761914382585,1
C00270,6013.900145424527,Business,307,0.2250493934099056,0
C00271,3281.804078343508,Education,22,0.6454163382683443,0
C00272,12241.756391957346,Car,38,0.7100413316985511,0
C00273,30629.873724286626,Education,274,0.3727532555777231,0
C00274,11635.027265540455,Education,41,0.45793223572094716,0
C00275,30230.666078428523,Education,159,0.7674473690926592,0
C00276,23984.93115517854,Home,95,0.4748554287440343,0
C00277,19707.36142307363,Education,67,0.7965512510903976,0
C00278,60595.19314170395,Education,66,0.19949169558443824,0
C00279,13672.896028344996,Education,491,0.7035584944176889,0
C00280,29867.444010342668,Education,403,0.44804210187107574,0
C00281,5205.810010753975,Business,34,0.11589987787476771,1
C00282,23837.69785522179,Business,199,0.780556059007544,0
C00283,17929.9391084798,Education,456,0.7755335298203506,0
C00284,8554.415645728182,Education,85,0.36828958812802104,0
C00285,30296.849917761047,Education,380,0.7678994497601335,0
C00286,12195.705747857006,Car,396,0.19870674956698203,0
C00287,88057.7089227932,Education,348,0.5760770987844777,0
C00288,3143.0432446034574,Education,234,0.23435029082148418,0
C00289,26865.73155053031,Business,440,0.2726530654343794,1
C00290,22791.839166289792,Business,192,0.6455362060418238,0
C00291,17593.92578386855,Business,163,0.3641506591957065,0
C00292,14423.461629897734,Home,278,0.10498925198003485,0
C00293,23269.588209576028,Car,400,0.3899668969369162,0
C00294,51521.42636761229,Education,427,0.2596485244430716,0
C00295,5780.535432398497,Business,287,0.5783309394908039,0
C00296,11558.894227052397,Home,349,0.2361140877064502,0
C00297,9506.644864883447,Education,372,0.689577469905533,0
C00298,9156.013762846136,Education,32,0.286965108475715,0
C00299,28975.305286276005,Business,441,0.3751197807981096,0
C00300,35294.05544634933,Education,23,0.3086258025579687,0
C00301,51641.57246323429,Education,103,0.550746343466556,1
C00302,35741.87559114011,Education,352,0.1708144788584777,0
C00303,38135.98255311771,Business,376,0.43466956088877096,0
C00304,7119.21982603346,Home,61,0.33411837065054073,1
C00305,72175.11466953918,Education,348,0.7188965743018203,0
C00306,18623.769526916058,Home,432,0.1513884655020747,0
C00307,50332.02650308927,Education,50,0.6807865454529983,0
C00308,7325.131506761777,Business,173,0.21737633357093641,0
C00309,18157.956741407746,Home,15,0.16200436195096862,1
C00310,46836.24869446103,Business,416,0.2416260006861056,0
C00311,22524.064593723204,Car,147,0.17185708740826727,0
C00312,12050.050041932816,Education,108,0.464688763741488,0
C00313,62808.812444045,Car,350,0.791750467041047,0
C00314,8628.866974777971,Car,233,0.1240291463469812,0
C00315,21669.447674970907,Car,325,0.422789844523623,0
C00316,36758.933690079204,Education,39,0.3702492303755033,0
C00317,117777.4686369878,Business,234,0.3377244899724803,0
C00318,15264.963679028207,Car,335,0.3323045273033526,0
C00319,17656.142116109364,Home,270,0.7265089296385235,1
C00320,15432.749067923201,Education,256,0.11328330514588283,1
C00321,26656.175454769513,Business,88,0.6424414711660968,1
C00322,35254.2939285733,Business,194,0.2770532251641592,0
C00323,52820.29141315604,Car,308,0.3683068575723024,0
C00324,40329.48913978763,Education,189,0.39410493899400445,0
C00325,14795.830251310303,Car,482,0.31331222785162044,0
C00326,42222.00535834938,Home,86,0.1654912032847785,0
C00327,23700.14665872144,Business,271,0.18003159418060438,0
C00328,39982.685746713425,Business,238,0.30869178685785104,0
C00329,41851.96157217111,Education,11,0.6752663370210754,0
C00330,81153.73492260199,Business,26,0.19423935695118832,0
C00331,16586.21974914523,Education,353,0.6198478832021516,0
C00332,14236.408168775584,Car,21,0.3022088106005014,0
C00333,31499.61903043163,Home,437,0.718425454578465,0
C00334,56727.45196208562,Education,191,0.39982993278044865,0
C00335,23073.75409090098,Car,343,0.22020631930816292,0
C00336,59764.66227944434,Home,16,0.7900911150773571,0
C00337,38255.65501464102,Business,255,0.22364416346093813,0
C00338,18751.47355079537,Home,483,0.4973338748625886,0
C00339,34567.471972141444,Home,425,0.49850053466729394,0
C00340,15555.018007319526,Home,166,0.3609694158244459,0
C00341,26658.94601454046,Business,183,0.7660420147843917,1
C00342,9334.501787161416,Education,496,0.6907121936882122,0
C00343,20857.621409279127,Education,338,0.6808736925867694,0
C00344,49008.61231388048,Home,343,0.7819063548006345,0
C00345,40689.18133165557,Car,190,0.41997653673742186,0
C00346,36194.89618200972,Car,474,0.16803004293402052,0
C00347,27722.059304034756,Home,290,0.6358191478148557,0
C00348,25031.162804279764,Home,318,0.36656880561635374,0
C00349,7993.262819931191,Car,487,0.23324160626246282,0
C00350,18678.56150459792,Home,246,0.4382731402541774,0
C00351,25491.303325858313,Home,166,0.7480032581170143,0
C00352,8959.567219503995,Education,260,0.2199499133102399,0
C00353,5424.034914117573,Education,230,0.6940891706608193,1
C00354,54342.73416275745,Home,347,0.3927434591305822,0
C00355,22940.76691088654,Home,232,0.1957613864921994,0
C00356,26055.480908423287,Business,220,0.6938676127920596,0
C00357,34354.952273061295,Education,346,0.7787342388340001,0
C00358,10039.337847353932,Home,143,0.3038895010845082,0
C00359,15949.828642684164,Business,341,0.3124753468894482,1
C00360,73368.80201767909,Business,431,0.3733821881279532,0
C00361,14899.391954985254,Business,268,0.669891255122565,0
C00362,17806.445253658305,Business,44,0.10729203771764988,1
C00363,12892.608839887389,Education,192,0.2567695862162741,1
C00364,12177.15115779535,Business,312,0.5941298677744283,0
C00365,53336.97486169168,Education,170,0.3839476153398683,0
C00366,3037.08895542827,Business,102,0.3312069360776893,0
C00367,15281.358168114379,Business,396,0.7105980222314122,0
C00368,26379.121239663087,Car,206,0.7421337441023677,1
C00369,85599.34232594774,Education,324,0.7635903534163369,0
C00370,8882.334675066339,Car,215,0.29078537285800765,0
C00371,7750.114701031797,Car,493,0.7387588266773749,0
C00372,11069.177720330938,Business,485,0.6158758883091022,0
C00373,38613.77346915752,Education,498,0.2079503239420065,0
C00374,24348.569287465707,Home,361,0.5271890198157473,1
C00375,6945.793219862184,Business,27,0.11843437351489387,0
C00376,23852.54211052804,Education,243,0.5958647090396056,0
C00377,76202.55053568039,Car,497,0.6134972658556569,0
C00378,27216.65336120383,Education,391,0.6525369560164981,0
C00379,25125.69514654753,Business,342,0.22076753788570447,0
C00380,26365.027517195707,Education,75,0.5397749586632717,0
C00381,30687.238909203657,Car,253,0.2251996793793581,0
C00382,7992.9785248561675,Education,418,0.7626550583724231,0
C00383,18296.421958313942,Education,285,0.5725074848765842,0
C00384,19076.168138908597,Car,208,0.16672809360283902,0
C00385,14961.339466005358,Business,468,0.23092256100407602,0
C00386,38135.36275789094,Home,462,0.5644220686908236,0
C00387,13263.951613277717,Car,422,0.4336693473117261,0
C00388,16515.01527697348,Car,27,0.615408366347615,0
C00389,8037.40746423876,Business,81,0.2965521592479614,0
C00390,29811.468507789228,Business,164,0.5605422757929539,1
C00391,46794.56625061329,Education,387,0.22387211762130732,0
C00392,16501.120817552644,Car,179,0.48059718435272325,0
C00393,42020.47710300453,Education,331,0.7704597140849904,0
C00394,19583.341877777522,Education,364,0.5397555626036905,1
C00395,2916.2111576115663,Business,291,0.13499553225344155,0
C00396,21137.15628653244,Business,160,0.7921334964156388,0
C00397,19140.141017260496,Education,270,0.20980643075420594,0
C00398,23918.236485146306,Car,89,0.6026483718879736,0
C00399,26971.832187696862,Car,115,0.47277102734493714,0
C00400,12744.59806612849,Education,20,0.30605248146301267,1
C00401,71471.35236770101,Home,412,0.22411733979939638,1
C00402,20890.938032298607,Home,217,0.224391654993701,0
C00403,18774.766891395062,Business,489,0.7008797768457123,0
C00404,39959.57857921234,Car,405,0.7110387599143965,0
C00405,22355.59616132317,Education,139,0.4256018651372984,0
C00406,171557.42469180166,Education,180,0.17253502404748172,0
C00407,18621.53093011433,Car,415,0.718915572692753,0
C00408,29186.23172326689,Business,419,0.44091154032256236,0
C00409,12096.577932708442,Business,42,0.4071336960068396,0
C00410,44197.71785224296,Home,33,0.38514991710633417,0
C00411,28197.108475947316,Car,206,0.355509921701444,0
C00412,16794.81621827402,Car,414,0.4682037825260159,0
C00413,10960.459898007233,Education,55,0.523178858628193,0
C00414,7726.893309298228,Car,283,0.4265025425010691,0
C00415,30790.81305708136,Home,240,0.7276537144185312,0
C00416,7262.623626364469,Car,142,0.3223628599706482,1
C00417,62741.55933521148,Education,273,0.504818299750747,0
C00418,8020.24140021745,Home,94,0.3099677441357897,0
C00419,19097.258397105288,Education,376,0.627345016654774,0
C00420,10880.929865542761,Car,322,0.17148476952976496,0
C00421,22610.032157747577,Business,14,0.23208929775673282,0
C00422,22498.541041727316,Car,278,0.6608409869488656,0
C00423,31440.193415466885,Car,348,0.2282383166536771,0
C00424,6496.226864357225,Education,230,0.5380224423363181,0
C00425,11956.59003422769,Business,203,0.7791704163329379,0
C00426,47879.2722893729,Car,430,0.46602342963617605,0
C00427,37303.45697391631,Home,355,0.2311775124380485,0
C00428,2982.1922916853446,Home,422,0.32448373198484626,0
C00429,29785.699336571735,Education,78,0.6764206535179668,0
C00430,9643.390324863505,Education,297,0.3461626391839816,0
C00431,13719.064291632138,Business,367,0.6064579513208695,1
C00432,18363.82416149108,Education,185,0.6441450440188071,0
C00433,76566.28583348618,Business,395,0.4508279930716149,0
C00434,9564.77226751238,Car,334,0.6482493690564723,0
C00435,7164.440998602452,Home,248,0.3218321030997501,0
C00436,31579.234940027367,Home,490,0.46131175270148406,1
C00437,21538.254284383773,Home,188,0.5805907847804984,0
C00438,57849.64470838655,Education,265,0.21765120311306627,0
C00439,16609.54609994119,Education,428,0.2915353771675328,0
C00440,58026.426052164425,Car,220,0.5564256223755565,0
C00441,22315.011182300404,Education,408,0.5587520838806874,0
C00442,33633.97806284551,Business,236,0.44531185251708527,0
C00443,80753.35511334454,Home,81,0.6569097497474844,0
C00444,19268.013650584166,Car,376,0.43743843140348293,0
C00445,50804.13300078441,Business,74,0.7169255857896133,0
C00446,13482.140229656576,Business,175,0.615132401610362,1
C00447,26424.084452464147,Education,223,0.3202864043123389,0
C00448,6934.558461943791,Education,26,0.37667780593918887,0
C00449,14713.842918947788,Home,345,0.5673806800388921,1
C00450,9448.126935075512,Car,182,0.7261168331764439,0
C00451,58489.473836078025,Business,138,0.22509611289245612,0
C00452,88524.8594029884,Education,12,0.4602644771193861,0
C00453,16584.74282094141,Education,392,0.18314909492706372,0
C00454,11867.625839526916,Car,393,0.29561860872409185,0
C00455,7698.989786159017,Car,257,0.5801869515052697,0
C00456,27217.98102256616,Education,79,0.1544142446737132,0
C00457,13604.704299190547,Education,61,0.5636510073221933,0
C00458,14200.421509570753,Home,446,0.7305677846617079,0
C00459,81118.87042164261,Car,387,0.7785592037129264,0
C00460,17376.623045536635,Business,268,0.25164254071786085,0
C00461,35218.248701597084,Education,248,0.6242285696255131,0
C00462,22979.75458706554,Education,103,0.7484593140938709,0
C00463,7449.004469039144,Education,56,0.16395851759460522,1
C00464,5034.631937717928,Education,84,0.38981652594244376,0
C00465,32533.24104366772,Home,100,0.7435868368105163,0
C00466,86102.04285673777,Car,95,0.2419512487783811,0
C00467,28338.881019791173,Education,15,0.7536324786514893,0
C00468,36289.07992734925,Car,239,0.4690344497614449,0
C00469,10681.141144386715,Business,498,0.169925157776289,0
C00470,49608.40101387616,Business,439,0.41491412172886055,0
C00471,49119.11590123231,Business,360,0.32838283682694636,1
C00472,12620.038946155626,Business,326,0.29754291238626585,0
C00473,34075.26450827438,Car,52,0.4790329029435787,0
C00474,5360.785112021199,Business,321,0.4385148835263091,0
C00475,39305.88661993348,Business,207,0.4373770117340644,0
C00476,13933.703986265027,Education,379,0.16169921177218072,0
C00477,8252.70818633602,Education,413,0.6616227267189957,0
C00478,30397.388089470045,Education,312,0.43700752074905663,1
C00479,5338.051767870833,Home,191,0.674634080091312,0
C00480,28967.531103679845,Education,178,0.6772162490856654,0
C00481,8903.294861473743,Business,212,0.3219947273936302,0
C00482,7502.4064001440465,Car,203,0.10304241266532865,0
C00483,23106.803318564507,Business,40,0.737871974220683,0
C00484,19186.438762172464,Car,111,0.6324862851603682,0
C00485,70645.63204050595,Business,73,0.1750763697764298,0
C00486,7880.597461002413,Home,355,0.5912089238021709,0
C00487,66174.04482612167,Education,100,0.11401628806821643,1
C00488,8865.160440897967,Business,451,0.11943134845448894,0
C00489,45961.250183113705,Education,259,0.4680762677184898,0
C00490,53363.05962702399,Home,192,0.16722620046544265,1
C00491,28485.971833575804,Home,311,0.7750355657394432,1
C00492,11698.74553222252,Education,375,0.7256818586551838,0
C00493,6513.527339152836,Education,360,0.5548684218735194,0
C00494,4621.981615058772,Car,289,0.1445962795868193,0
C00495,96938.57051947036,Education,214,0.3273846804649456,0
C00496,17370.28184407254,Education,98,0.3602060985342308,0
C00497,9102.150304764229,Car,302,0.43661588508008975,1
C00498,8826.126436342713,Business,434,0.21823201180451657,0
