trip_id,rider_id,zone,distance_km,duration_min,fare_amount,ride_date,hour,day_of_week,month,fare_log,distance_log,duration_sqrt,fare_amount_std,distance_km_std,duration_min_std,fare_amount_minmax,distance_km_minmax,duration_min_minmax,is_peak_hour,surge_flag,gender_encoded,ride_freq_bin,avg_ride_distance,avg_ride_fare,days_since_signup,ride_cancellation_rate,total_rides,cancelled_rides,avg_rating
T00013,R0336,Zone_12,12.72,51.15,61.58,2024-01-01,0,0,1,4.136445738240736,2.6188546222977394,7.151922818375489,-1.417491105447858,-0.07954619735585776,-0.797232558285625,0.08953070197760107,0.4983660130718955,0.2639605549822268,0,0,0,Med,16.43116965127402,159.18599999999998,1054,0.07918968692449356,181.0,14.333333333333334,4.23
T00014,R0223,Zone_13,23.99,173.4,148.92,2023-06-07,0,2,6,5.010101818490112,3.218475744846861,13.168143377105217,-0.7844637134480482,1.5804008746267544,1.6688095023528544,0.27629534559584845,0.9587418300653594,0.9648549478270843,0,0,2,High,23.99,148.92,1873,0.07157464212678936,489.0,35.0,3.11
T00015,R0171,Zone_34,4.64,80.78,304.5050711597462,2023-08-18,0,4,8,5.721966378014783,1.7298840655099674,8.987769467448528,0.34319385273421604,-1.2696413474551933,-0.19953254800572198,0.6089927393154463,0.16830065359477123,0.43383786263043234,0,1,1,High,4.64,304.5050711597462,2585,0.14018691588785046,321.0,45.0,3.35
T00016,R0644,Zone_18,8.27,154.07,152.5,2023-09-01,0,4,9,5.033700567027251,2.2267833795777636,12.412493705939996,-0.7585164033569178,-0.7349822639328433,1.278882360985641,0.28395068592277006,0.3165849673202614,0.8540305010893247,0,0,0,High,8.27,152.5,1207,0.07468879668049792,482.0,36.0,4.88
T00017,R0992,Zone_6,16.96,133.74,272.19199999999995,2023-05-28,0,6,5,5.610174844691025,2.8881470628740535,11.56460116043783,0.1089934959245248,0.5449591784388429,0.8687830964230214,0.539895656428326,0.6715686274509804,0.7374727668845318,0,0,2,Low,16.96,272.19199999999995,2506,1.9285714285714286,14.0,27.0,3.74
T00018,R0958,Zone_6,24.39,92.16,486.45,2023-02-17,0,4,2,6.189187721075281,3.234355395716587,9.6,1.6619037656187687,1.6393164761168206,0.03002621395800714,0.9980570831784803,0.9750816993464052,0.4990826740052747,0,0,0,High,9.566666666666666,337.4733333333333,1354,0.05783166335496165,475.0,27.470040093606784,4.57
T00019,R0100,Zone_4,16.07,67.46,317.93,2024-05-03,0,4,5,5.764971642968623,2.837322536806349,8.213403679352428,0.44049574982064726,0.41387196512344576,-0.46822522896854046,0.637700113376018,0.6352124183006536,0.35747047356954476,0,0,2,High,16.07,317.93,2501,0.041237113402061855,388.0,16.0,4.39
T00020,R0645,Zone_25,18.74,96.79,246.62,2023-04-17,0,0,4,5.511895312992546,2.9826470340053355,9.838190890605855,-0.07634857492753729,0.8071336050696367,0.12342314435274074,0.4852134321713325,0.7442810457516339,0.5256277949776403,0,0,0,Med,19.835,310.21500000000003,880,0.2777777777777778,126.0,35.0,4.04
T00021,R0472,Zone_10,23.19,37.64,419.53,2023-05-08,0,0,5,6.041515820506692,3.185939324621936,6.135144660071187,1.1768775110661323,1.4625696716466225,-1.0697579426555706,0.8549578165087628,0.926062091503268,0.18650384130260295,0,0,1,High,21.365000000000002,405.09,2060,0.03955078125,341.3333333333333,13.5,4.6
T00022,R0308,Zone_31,20.78,104.09,127.96,2024-05-01,0,2,5,4.859502278758318,3.0809921175048145,10.202450685987166,-0.9363786909648334,1.1076031726689743,0.2706796436792102,0.2314752525086208,0.8276143790849674,0.5674807934869855,0,0,1,Med,14.307500000000001,279.12329670531983,1185,0.12291831879460746,252.2,31.0,4.94
T00023,R0311,Zone_23,21.89,100.36,80.92,2024-07-03,0,2,7,4.4057431612911975,3.1307001339644756,10.017983829094554,-1.2773176481399082,1.2710939668039076,0.19543762416034283,0.1308866466487358,0.8729575163398693,0.5460956312349502,0,0,2,High,21.89,80.92,2240,0.0915032679738562,459.0,42.0,3.38
T00024,R0954,Zone_5,15.43,122.98,57.0,2023-11-16,0,3,11,4.060443010546419,2.799108932049177,11.089634800118532,-1.450686267519751,0.31960700273933995,0.6517310508404444,0.07973699843086908,0.6090686274509803,0.6757825937392502,0,0,0,Med,15.43,57.0,2189,0.22429906542056074,214.0,48.0,4.86
T00025,R0758,Zone_31,10.94,79.5,45.14,2023-05-27,0,5,5,3.8316802527456075,2.479894107964456,8.916277250063503,-1.536645792011596,-0.3417206239866521,-0.22535286569584267,0.05437601064391677,0.4256535947712418,0.42649925467262934,0,0,2,Med,15.826666666666666,282.69666666666666,1333,0.04419889502762431,181.0,8.0,4.26
T00026,R0371,Zone_24,4.73,89.07,332.74,2024-04-20,0,5,4,5.810362246718757,1.7457155307266483,9.43769039543044,0.5478364376557421,-1.256385337119928,-0.03230564671579989,0.6693692726614112,0.17197712418300654,0.48136681573214085,0,1,0,High,12.585714285714285,284.94571428571425,961,0.07309941520467836,342.0,25.0,3.25
T00027,R0008,Zone_12,23.57,126.21,205.42,2024-06-30,0,6,6,5.329912928137787,3.201526186533088,11.234322409473569,-0.37496007653495855,1.5185394930621852,0.716887008761608,0.39711286751514074,0.9415849673202614,0.6943011122577687,0,0,2,High,19.4775,268.96999999999997,2443,0.004608294930875576,434.0,2.0,4.47
T00028,R0632,Zone_4,18.81,124.28,237.76,2023-06-07,0,2,6,5.4754588633004495,2.9861868607104594,11.148094007497425,-0.14056454347709446,0.8174438353303983,0.6779548109944732,0.4662675340438116,0.7471405228758169,0.6832358674463939,0,0,0,Med,18.81,237.76,2223,0.08928571428571429,224.0,20.0,4.82
T00029,R0748,Zone_1,0.6900000000000001,171.21,45.7,2023-02-28,0,1,2,3.8437441646748516,0.5247285289349822,13.084723917607127,-1.532586994902369,-1.8514329121695958,1.6246325525549137,0.055573494047010646,0.0069444444444444475,0.9522990482742807,0,1,1,High,9.860000000000001,113.23500000000001,2204,0.03888888888888889,360.0,14.0,4.07
T00030,R0339,Zone_26,17.67,116.06,114.08,2024-06-09,0,6,6,4.7456275386833475,2.9269179575536315,10.773114684249862,-1.036978876457819,0.6495343710837104,0.5121399583282294,0.20179477101765136,0.7005718954248367,0.6361082444673777,0,0,0,Med,13.040000000000001,121.98499999999999,2402,0.1695501730103806,289.0,49.0,4.216205267513611
T00031,R0905,Zone_33,6.19,54.1,230.97,2024-08-17,0,5,8,5.446608052960179,1.9726911717329554,7.355270219373317,-0.18977745842647278,-1.041343391681187,-0.737724794859175,0.4517480477812985,0.23161764705882357,0.28087375300997597,0,1,2,Med,6.73,273.52,938,0.10784313725490197,204.0,22.0,3.5
T00032,R0120,Zone_15,15.44,96.67,20.34,2024-07-10,0,2,7,3.060583245873607,2.7997173896280336,9.832090316916338,-1.7163925211345097,0.32107989277659155,0.12100248956929184,0.0013446027926168336,0.6094771241830065,0.5249398004815963,0,0,1,Med,16.080000000000002,69.05,1698,0.17757009345794392,107.0,19.0,4.22
T00033,R0261,Zone_26,7.4,22.09,435.00238858381505,2023-10-27,0,4,10,6.077647721737273,2.128231705849268,4.7,1.2890190933104657,-0.8631236971737369,-1.383434458344146,0.8880434031790085,0.281045751633987,0.09735122119023047,0,1,0,High,7.4,435.00238858381505,2645,0.07777777777777778,360.0,28.0,4.87
T00034,R0361,Zone_13,24.02,149.18,344.89,2023-09-21,0,3,9,5.846120805435597,3.219675505038765,12.213926477591063,0.6358978392220082,1.5848195447385094,1.1802406785601023,0.6953503857821085,0.9599673202614378,0.8259947253755305,0,0,0,Med,24.02,344.89,951,0.09302325581395349,258.0,24.0,4.92
T00035,R0852,Zone_35,9.34,64.43,138.21,2024-03-10,0,6,3,4.935983584400476,2.336019869080283,8.026830009412185,-0.862088208162016,-0.5773830299469164,-0.5293467622506228,0.25339347551167823,0.3602941176470588,0.340098612544433,0,0,0,High,6.6433333333333335,258.1166666666667,2599,0.007042253521126761,426.0,3.0,4.61
T00036,R0557,Zone_19,0.62,67.77,285.2,2024-05-03,0,4,5,5.65669086712235,0.4824261492442927,8.232253640407345,0.2032735544902856,-1.8617431424303574,-0.46197187077796437,0.5677114851916208,0.004084967320261437,0.3592477926843252,0,1,1,High,0.62,285.2,1575,0.11918604651162791,344.0,41.0,3.14
T00037,R0623,Zone_33,24.62,161.27,208.69,2023-01-06,0,4,1,5.3456302495986545,3.2433732964685884,12.699212574014187,-0.3512596005578646,1.6731929469736089,1.4241216479925702,0.404105315243921,0.9844771241830065,0.8953101708519667,0,0,1,Low,17.560000000000002,245.785,2245,0.2542372881355932,59.0,15.0,3.67
T00038,R0798,Zone_35,9.72,7.43,376.92,2023-07-12,0,2,7,5.934682533008997,2.372111155642656,2.725802634087802,0.868046538165836,-0.5214132085313535,-1.6791577843888095,0.7638421597126382,0.37581699346405234,0.013301226923517942,0,1,0,High,17.01,400.94,2202,0.04878660572603042,456.0,22.24669221106987,4.01
T00039,R0306,Zone_28,2.18,58.11,423.56,2023-12-24,0,6,12,6.0510533385196394,1.1568811967920856,7.62299153875957,1.2060863545486058,-1.6319722966190997,-0.6568345808455938,0.8635754202845991,0.06781045751633988,0.30386423575278065,0,1,0,Med,12.25,388.675,2140,0.2593984962406015,133.0,34.5,4.22
T00040,R0039,Zone_35,16.15,10.33,454.87,2024-01-29,0,0,1,6.122207681149859,2.8419981736119486,3.2140317359976396,1.4330166000662845,0.42565508542145875,-1.62065862712213,0.9305275726968653,0.6384803921568627,0.02992776057791538,0,0,0,Low,18.176666666666666,317.9633333333333,2054,0.25,72.0,18.0,3.96
T00041,R0991,Zone_15,13.591999999999999,86.89,248.148,2024-07-06,0,5,7,5.518047097402399,2.6804734333319753,9.321480569094161,-0.06527385710093202,0.04888981389248606,-0.07628087528178654,0.4884808511712029,0.533986928104575,0.4688682490540076,0,0,2,Med,16.944,253.83933333333334,2391,0.025,160.0,4.0,3.93
T00042,R0838,Zone_29,18.38,55.06,178.57,2023-09-15,0,4,9,5.190565104053807,2.96424160646262,7.420242583635659,-0.5695649022184357,0.7541095637285773,-0.7183595565915845,0.33969781506322927,0.7295751633986928,0.2863777089783282,0,0,0,Med,18.84,224.09333333333333,1448,0.0,231.0,0.0,4.0789416703690335
T00043,R0033,Zone_32,6.13,36.07,233.66,2024-04-03,0,2,4,5.4581376579954775,1.9643112344262046,6.005830500438719,-0.17028073659822127,-1.050180731904697,-1.1014281760723592,0.45750024484258867,0.22916666666666666,0.1775025799793602,0,1,0,Low,5.404999999999999,236.75,1311,0.1276595744680851,94.0,12.0,4.121258215690177
T00044,R0760,Zone_8,11.315999999999999,172.52,247.522,2023-02-15,0,2,2,5.515531372805152,2.510899230062254,13.134686901483416,-0.06981101244088947,-0.28633995858599004,1.6510580339408967,0.48714223579560156,0.4410130718954248,0.9598096548560947,0,0,0,High,11.315999999999999,247.522,2312,0.062327035551721865,427.0,26.613644180585236,3.91
T00045,R0544,Zone_3,12.87,92.81,76.98,2024-08-04,0,6,8,4.356452383554451,2.6297282343267403,9.633794683301073,-1.3058741849441131,-0.05745284679708318,0.04313809403502166,0.12246149556268252,0.5044934640522876,0.5028093108588466,0,0,0,Med,17.474999999999998,278.59,1598,0.0946969696969697,264.0,25.0,4.34
T00046,R0739,Zone_15,8.52,20.82,481.71,2024-07-07,0,6,7,6.1794160592531835,2.253394848803274,4.5628938186199335,1.6275489472299538,-0.698160013001552,-1.409053054802313,0.9879212415165786,0.32679738562091504,0.09006994610709781,0,1,1,Med,8.52,481.71,1673,0.01694915254237288,295.0,5.0,3.31
T00047,R0296,Zone_13,17.91,114.11,325.41,2024-06-18,0,1,6,5.788154259875543,2.9396908826703663,10.682228231974825,0.494709682636752,0.6848837319777499,0.4728043180971861,0.6536950702602004,0.7103758169934641,0.6249283339066621,0,0,1,Med,17.91,325.41,2116,0.04975124378109453,201.0,10.0,4.87
T00048,R0001,Zone_32,8.96,56.27,140.99,2023-04-20,0,3,4,4.955756632586266,2.298577071596507,7.5013332148358804,-0.8419391796554959,-0.6333528513624791,-0.6939512875251422,0.25933812526275146,0.3447712418300654,0.29331498681343887,0,0,0,Low,5.883333333333334,321.09999999999997,2222,0.734375,64.0,47.0,4.41
T00049,R0964,Zone_31,13.44,20.82,356.28,2024-05-29,0,2,5,5.878519788091848,2.67000213346468,4.5628938186199335,0.7184508732828946,0.026501885326261056,-1.409053054802313,0.7197063428557499,0.5277777777777777,0.09006994610709781,0,0,0,Med,13.44,356.28,1051,0.07042253521126761,142.0,10.0,4.11
T00050,R0349,Zone_17,18.07,20.82,168.9,2023-06-23,0,4,6,5.135210028677887,2.9481164196123277,4.5628938186199335,-0.6396516308724104,0.7084499725737763,-1.409053054802313,0.31901984272766193,0.7169117647058824,0.09006994610709781,0,0,2,Low,14.830000000000002,154.92624,1851,0.3466666666666667,75.0,26.0,3.74
T00051,R0277,Zone_3,1.73,14.45,52.63,2024-06-23,0,6,6,3.9821086129948338,1.0043016091968684,3.8013155617496426,-1.4823593806756836,-1.698252348295424,-1.537549479557054,0.07039235116029728,0.0494281045751634,0.0535489049420938,0,0,0,Med,12.515,243.895,882,0.06127659574468085,293.75,18.0,3.36
T00052,R0503,Zone_6,3.3,69.44,95.52,2023-08-29,0,1,8,4.569750240756831,1.4586150226995167,8.333066662399863,-1.1714990092207738,-1.4670086124469146,-0.428284425041635,0.1621067496579688,0.11356209150326796,0.3688223827542713,0,0,0,High,12.73,85.12,1686,0.03353658536585366,328.0,11.0,3.19
T00053,R0566,Zone_10,16.422,90.84,53.57,2024-06-04,0,1,6,3.9994842811981406,2.8577337753967003,9.531002045955084,-1.4755463998137668,0.465717694434704,0.0033990113400703204,0.07240241258691914,0.6495915032679739,0.4915147345487903,0,0,2,Low,12.546,57.31,1024,0.23529411764705882,17.0,4.0,3.44
T00054,R0085,Zone_16,10.27,161.9,384.86,2024-02-26,0,0,2,5.955474609374827,2.422144328051685,12.72399308393399,0.9255944828930914,-0.4404042564825128,1.4368300856056764,0.7808207636779335,0.3982843137254902,0.8989221419561978,0,1,0,Med,10.27,384.86,1614,0.08783783783783784,148.0,13.0,4.52
T00055,R0677,Zone_3,14.94,141.07,430.02,2024-02-04,0,6,2,6.066154492739426,2.768831673362069,11.877289253024024,1.2529074783443324,0.24743539091400893,1.016644759445353,0.8773892466845747,0.5890522875816993,0.779497764017888,0,0,1,High,13.934999999999999,351.185,2378,0.08266666666666667,375.0,31.0,3.67
T00056,R0337,Zone_9,12.64,83.18,168.38,2023-08-15,0,1,8,5.132144711493453,2.613006652415316,9.120307012376283,-0.6434205139024071,-0.09132931765387099,-0.1511194523367456,0.3179078938533605,0.49509803921568635,0.447597752551313,0,0,0,Med,17.439999999999998,99.935,2116,0.3669724770642202,109.0,40.0,4.001111111111076
T00057,R0186,Zone_15,18.31,53.72666666666667,235.09,2023-11-08,0,2,11,5.464213088260122,2.960623096440423,7.329847656443254,-0.15991630826573064,0.7437993334678157,-0.7452557208521269,0.4605581042469177,0.7267156862745098,0.27873332568895004,0,0,0,Med,18.31,235.09,2214,0.164021164021164,189.0,31.0,4.55
T00058,R0507,Zone_24,12.9,164.51,407.7,2024-07-22,0,0,7,6.012981390570231,2.631888840136646,12.826145173044004,1.0911354221337102,-0.053034176685328054,1.4894793271456879,0.8296609796184048,0.505718954248366,0.9138860222451555,0,0,2,Low,13.896666666666667,284.83,863,0.31521739130434784,92.0,29.0,3.81
T00059,R0510,Zone_14,19.14,94.54,475.37,2024-04-24,0,2,4,6.166194863206115,3.0027078872904163,9.723168207945392,1.5815975656719188,0.8660492065597032,0.07803586716307548,0.9743640187029801,0.7606209150326797,0.5127278981768147,0,0,0,High,15.27,272.825,1704,0.02601156069364162,346.0,9.0,4.115662904492122
T00060,R0930,Zone_17,5.6,89.57,487.35859999999997,2023-07-08,0,5,7,6.191049972058893,1.8870696490323797,9.464142856064674,1.6684891639284896,-1.1282439038790344,-0.0222195851180965,1.0,0.20751633986928103,0.4842334594656576,0,1,2,Med,12.864999999999998,434.3193,1997,0.07035928143712575,167.0,11.75,3.44
T00061,R0529,Zone_34,1.15,154.55,255.54,2023-08-30,0,2,8,5.5472845978717045,0.7654678421395714,12.431814026923023,-0.011697735259134538,-1.7836799704560198,1.2885649801194368,0.504287632092042,0.025735294117647058,0.8567824790735009,0,1,1,High,1.15,255.54,2166,0.07111111111111111,450.0,32.0,4.79
T00062,R0041,Zone_23,21.7,22.29,112.07,2023-03-11,0,5,3,4.728007095947154,3.122364924487357,4.72122865364515,-1.0515470589391518,1.243109056096126,-1.379400033705065,0.19749666094583226,0.8651960784313725,0.0984978786836372,0,0,1,High,22.89,288.655,2334,0.024193548387096774,496.0,12.0,3.36
T00063,R0155,Zone_10,4.07,119.08,421.81,2023-02-10,0,4,2,6.046922905561226,1.623340817603092,10.912378292562991,1.1934026135822713,-1.3535960795785373,0.5730597703783578,0.8598332846499308,0.14501633986928106,0.6534227726178191,0,1,1,Low,13.003333333333332,302.87333333333333,1473,0.5324689540072856,77.0,41.000109458560985,3.74
T00064,R0285,Zone_28,18.36,41.77782909156818,285.44,2023-11-24,0,4,11,5.657529090138739,2.963209081848431,6.463577112680577,0.20501303896566872,0.7511637836540741,-0.9862891444589192,0.5682246923643754,0.7287581699346405,0.2102272049740178,0,0,2,High,17.155,235.78,1658,0.025252525252525252,396.0,10.0,3.38
T00065,R0331,Zone_23,4.38,145.23,196.22,2024-06-21,0,4,6,5.284319856904183,1.682688374173693,12.051141024815866,-0.44164031475797483,-1.3079364884237359,1.100560791938245,0.37743992589288433,0.1576797385620915,0.8033482398807477,0,1,0,Med,4.38,196.22,2472,0.11784511784511785,297.0,35.0,4.64
T00066,R0849,Zone_28,22.88,88.28,150.17,2024-05-04,0,5,5,5.018405031360617,3.1730412885244013,9.395743717237076,-0.7754038984720949,1.4169100804918209,-0.04824162404017109,0.27896829962061165,0.9133986928104575,0.4768375186331843,0,0,2,High,22.88,150.17,2274,0.0371900826446281,484.0,18.0,4.245384032535121
T00067,R0189,Zone_1,6.57,78.21,253.99,2023-11-25,0,5,11,5.541224328703197,2.0241930674493576,8.843641783790204,-0.02293190582931652,-0.9853735702656241,-0.25137490461791756,0.5009731691013358,0.24714052287581698,0.4191033138401559,0,1,0,High,13.336666666666666,151.9117667273555,2006,0.01366742596810934,439.0,6.0,4.68
T00068,R0409,Zone_31,14.41,166.03,482.33,2023-09-18,0,0,9,6.180699650171005,2.7350166493320245,12.885262899917874,1.6320426154580268,0.16937221893967144,1.5201409544027065,0.989247026712861,0.5674019607843137,0.9226006191950465,0,0,1,High,19.545,443.91499999999996,1939,0.007317073170731708,410.0,3.0,3.78
T00069,R0741,Zone_15,2.36,29.73,391.6,2024-07-16,0,1,7,5.972791281842361,1.2119409739751128,5.452522352086234,0.9744450052434318,-1.6054602759485699,-1.2293194371312381,0.7952333317794562,0.07516339869281044,0.14115353743836717,0,1,0,Med,2.36,391.6,2094,0.13655462184873948,190.4,26.0,3.87
T00070,R0504,Zone_5,9.41,63.36,159.5,2024-01-04,0,3,1,5.07829394257007,2.3427668826268775,7.95989949685296,-0.7077814394915793,-0.5670727996861548,-0.5509309340697082,0.29891922846144336,0.36315359477124187,0.333963994954707,0,0,0,Med,9.41,159.5,2243,0.1813953488372093,215.0,39.0,4.4
T00071,R0232,Zone_29,23.22,87.90192940288283,149.2,2023-06-14,0,2,6,5.011967739330034,3.1871787381249463,9.375602882102188,-0.7824343148934347,1.4669883417583771,-0.05586811070177971,0.2768940872973954,0.9272875816993463,0.4746699312170785,0,0,2,Low,20.345,318.2793,1049,0.37205863407240064,89.0,33.11321843244366,4.68
T00072,R0414,Zone_25,24.0,81.34,157.51,2023-04-08,0,5,4,5.065817682809802,3.2188758248682006,9.018869108707587,-0.722204664933297,1.5818737646640062,-0.18823615901629412,0.2946638856540206,0.9591503267973857,0.4370485036119712,0,0,0,High,24.0,157.51,1680,0.09350649350649351,385.0,36.0,3.78
T00073,R0422,Zone_19,15.63,176.13,97.15,2024-03-16,0,5,3,4.58649692072247,2.8112082932048366,13.271397816356798,-1.1596850104921306,0.34906480348437313,1.7238793986763148,0.16559228170625992,0.6172385620915033,0.980506822612086,0,0,0,High,11.39,189.12,2033,0.008771929824561403,342.0,3.0,4.57
T00074,R0717,Zone_21,20.31,37.93,386.52,2023-02-14,0,1,2,5.959767460364727,3.0591764461105257,6.158733636065128,0.9376259171811572,1.0383773409181463,-1.0639080269289027,0.7843704466228189,0.8084150326797385,0.1881664946680427,0,0,2,Med,20.31,386.52,1654,0.11284046692607004,257.0,29.0,4.79
T00075,R0773,Zone_33,12.27,57.91,124.25,2023-06-15,0,3,6,4.830311739964974,2.5855058483441162,7.609862022402246,-0.9632682218134627,-0.14582624903218228,-0.6608690054846752,0.22354192496312394,0.47998366013071897,0.3027175782593739,0,0,0,Med,14.783333333333333,225.22000000000003,1925,0.09553158705701079,259.6,24.8,4.74
T00076,R0610,Zone_21,21.62,6.18,413.68,2024-05-05,0,6,5,6.0275071384549115,3.1188344706879745,2.4859605789312105,1.134477576978671,1.231325935798113,-1.704372938383068,0.8424483916728716,0.8619281045751634,0.006134617589725944,0,0,2,Med,20.373333333333335,435.09,2190,0.06666666666666667,300.0,20.0,4.51
T00077,R0549,Zone_9,2.27,113.05,228.89,2024-07-20,0,5,7,5.4376009336504225,1.184789984909162,10.632497354808041,-0.2048529905464592,-1.618716286283835,0.45142186751005486,0.44730025228409265,0.07148692810457516,0.6188510491916066,0,1,0,High,8.18,262.8066666666667,2516,0.13535911602209943,362.0,49.0,3.34
T00078,R0840,Zone_34,21.81,170.17,129.62,2024-08-08,0,3,8,4.872292344474511,3.1271990362962967,13.04492238382429,-0.9243472566767672,1.2593108465058942,1.6036535444316902,0.23502493545350625,0.86968954248366,0.9463364293085657,0,0,0,Med,21.81,129.62,1664,0.17159763313609466,169.0,29.0,4.5
T00079,R0451,Zone_35,5.26,37.67,52.27,2023-08-02,0,2,8,3.9753733209289077,1.8341801851120072,6.137589103222861,-1.4849686073887582,-1.1783221651455906,-1.0691527789597084,0.06962254040116551,0.19362745098039214,0.18667583992661396,0,0,0,Med,5.26,52.27,1629,0.16560509554140126,157.0,26.0,3.48
T00080,R0293,Zone_35,15.49,26.06,184.84,2023-01-22,0,6,1,5.224886088462154,2.8027541365715076,5.104899607240087,-0.5241208702990537,0.3284443429628499,-1.3033511292583813,0.35310535245144103,0.6115196078431372,0.12011237243435387,0,0,0,Med,10.695,246.00276886598837,1482,0.08849557522123894,113.0,10.0,4.4
T00081,R0914,Zone_7,10.29,104.13,264.88,2024-06-28,0,4,6,5.583045079173381,2.4239173781615704,10.204410811016968,0.055997202241188634,-0.43745847640800956,0.2714865286070263,0.5242599445650719,0.39910130718954245,0.5677101249856669,0,0,0,High,14.12,376.11929999999995,907,0.015228426395939087,394.0,6.0,4.6
T00082,R0976,Zone_8,7.08,156.3,428.62,2024-04-01,0,0,4,6.062901097045831,2.089391872533004,12.501999840025595,1.2427604855712648,-0.9102561783657899,1.3238661957113986,0.8743955381768401,0.2679738562091504,0.8668157321408098,0,1,1,Med,8.82,357.51,1543,0.11057692307692307,208.0,23.0,3.12
T00083,R0488,Zone_30,13.47,81.78,401.21,2024-08-18,0,6,8,5.99697434028158,2.6720775406433925,9.043229511629129,1.0440968627785605,0.03092055543801618,-0.1793604248103152,0.8157830023218348,0.5290032679738562,0.43957115009746595,0,0,0,Low,15.504999999999999,396.235,1935,0.2739561714921332,93.0,25.47792394876839,3.97
